Unnamed: 0,Algorithm,ProofType,TotalCoinsMined,TotalCoinSupply,PC 1,PC 2,PC 3,class,CoinName
SWING,SHA-256,PoW/PoS,4377081.60953993,40000000.0,-0.3158033649359904,0.9756488602629821,-0.24208613240403268,1,SwingCoin
SAFEX,Scrypt,PoC,2147483647.0,2147483647.0,-0.08537217172104206,0.5053557297025997,-0.23159411596676882,1,SafeExchangeCoin
NEBU,PoS,PoS,20000000.0,20000000.0,-0.32506066211012796,1.3411959913238,-0.020926219519539963,1,Nebuchadnezzar
FRN,Scrypt,PoW,6570807.65677618,20000000.0,-0.17085472549560288,-1.0974005813399654,-0.01640120014706914,0,Francs
BOLI,X11,PoW,13654082.4987998,25000000.0,-0.23973114337945556,-0.8982962929089132,0.012574080201152752,0,BolivarCoin
XRA,X11,PoW/PoS,134554941.15119,75000000.0,-0.4046937040424207,1.3314610993912246,-0.3476964040273766,1,Ratecoin
REV,SHA-256,PoW/PoS,1195525.0,222725000.0,-0.3145454247759278,0.9755454867417075,-0.24210506210854976,1,Revenu
CKC,SHA-256,PoW/PoS,16662820.0,525000000.0,-0.3122110659573362,0.9753807101992696,-0.24214077432132947,1,Clockcoin
VIP,NIST5,PoW/PoS,83450403.0,90000000.0,-0.36160667437270816,1.6588418004922958,-0.4005412115159578,1,VIP Tokens
BSD,X11,PoW/PoS,24387724.5010828,139000000.0,-0.4055861040711072,1.3313921176883154,-0.34767990093687223,1,BitSend
OMNI,Scrypt,PoW,616448.0,616448.0,-0.17106507633448756,-1.0973915063883826,-0.01639785738903745,0,Omni
LIR,POS 3.0,PoS,38589808.6658096,33500000.0,-0.3226652384784919,1.399551956480584,-0.07595312422849755,1,Let it Ride
PUT,Scrypt,PoW/PoS,813092338.575672,2000000000.0,-0.31373913620791133,1.1314811030489471,-0.3770241945415549,1,PutinCoin
IBANK,Scrypt,PoW/PoS,4526324.0,44333333.0,-0.33750225760915425,1.1323342470658806,-0.37664285031751527,1,iBankCoin
FRWC,Scrypt,PoW/PoS,100000000.0,100000000.0,-0.33594016852121744,1.1323317396158505,-0.3766690755442943,1,Frankywillcoin
MUDRA,X13,PoS,5000000.0,200000000.0,-0.21874652636190284,1.6028386271633361,-0.23699156899285903,1,MudraCoin
PIZZA,X11,PoW,1377917.0,25000000.0,-0.23988119993694423,-0.8982999823940877,0.012576684332190875,0,PizzaCoin
LC,X11,PoS,657000000.0,657000000.0,-0.33427466418503055,0.9835630886487059,-0.12683224510713384,1,Lutetium Coin
KMD,Equihash,dPoW/PoW,115898131.0,200000000.0,-0.2609849688505618,-1.3250211679082913,0.2553120347299838,0,Komodo
GB,X11,PoW/PoS,15563873.0,50000000.0,-0.40632560934751655,1.3314393502497963,-0.3476684803124693,1,GoldBlocks
CTC,Scrypt,PoW/PoS,43165500.0,90000000.0,-0.33670585135886993,1.1323202635440859,-0.37665594639495303,1,CarterCoin
KRB,CryptoNight,PoW,7822432.72439746,10000000.0,0.3013549837003694,-2.3276374682073366,0.24362452142981414,0,Karbo
BXT,SHA-256,PoW/PoS,595429.0,21000000.0,-0.315984435761947,0.9756583732202352,-0.24208329169160975,1,BitTokens
ZYD,SHA-256,PoW,6243840.0,9736000.0,-0.14920009615750185,-1.25408269741856,0.11815619176965483,0,ZayedCoin
MST,X11,PoW/PoS,657636.34549789,3000000.0,-0.40684138112517837,1.3314612138144883,-0.3476602756267664,1,MustangCoin
ZNE,Scrypt,PoW/PoS,2581970.0,21000000.0,-0.33769162477061426,1.1323467410382995,-0.3766399344252173,1,ZoneCoin
COVAL,Multiple,PoW,1000000000.0,1200000000.0,-0.1073219840547052,-1.91629667332922,0.15052132716492259,0,Circuits of Value
ROOT,Scrypt,PoW/PoS,1939889.0,0.0,-0.3378485136690673,1.1323583185637338,-0.37663754512662856,1,RootCoin
DOPE,Scrypt,PoW,116845228.0,200000000.0,-0.16822930662003405,-1.0974683293807368,-0.01644390479170027,0,DopeCoin
BTCR,Scrypt,PoS,169598616.0,0.0,-0.2758967217499932,0.78467989106333,-0.15563568282046167,1,BitCurrency
DLC,SHA-256,PoW,9106714.0,10638298.0,-0.14915869832719883,-1.2540823427468075,0.11815548766323097,0,DollarCoin
SCN,Scrypt,PoW/PoW,665200057.0,3100000000.0,-0.24506532914846418,0.22044447188783933,-0.20504797383380705,1,Swiscoin
SH,Scrypt,PoW,11119200.0,30000000.0,-0.17072815699053465,-1.0974048193622337,-0.016403237895286242,0,Shilling
BUZZ,SHA-256D,PoW/PoS,19577787259.0,20000000000.0,0.020280490523170144,2.0656552110216553,-0.5321796517925208,1,BuzzCoin
XPO,PoS,PoS,74033806.7949683,74000000.0,-0.3240169379884361,1.341181963680491,-0.02094347533013515,1,Opair
PSB,Scrypt,PoW/PoS,33522957.0,0.0,-0.3374624609998137,1.1323678105554436,-0.37664424481210174,1,PesoBit
HALLO,X11,PoW/PoS,264678458.288619,1500000000.0,-0.3929896901862945,1.3307014944984847,-0.3478768955625914,1,Halloween Coin
XZC,Lyra2Z,PoW,7568281.24956067,21400000.0,-0.160613242951832,-2.28284573694914,0.22432185542040328,0,ZCoin
CFC,PoS,PoS,148716816.0,39999898.0,-0.3233453615913205,1.3412234660029612,-0.020955669885839807,1,CoffeeCoin
ROYAL,X13,PoS,2500124.0,2500124.0,-0.2201787727250474,1.6029485744996361,-0.23696984889191042,1,RoyalCoin
GNJ,X14,PoW/PoS,100000000.0,100000000.0,-0.40444910909820414,2.1860214302403755,-0.3701314261107529,1,GanjaCoin V2
TEAM,PoS,PoS,17818682.1654,301000000.0,-0.3230930216572751,1.3410378352923178,-0.020955905349876437,1,TeamUP
LANA,SHA-256D,PoW/PoS,1082162635.53683,7506000000.0,-0.29447103157174404,2.0670994114539023,-0.5269157089644958,1,LanaCoin
ELE,Ethash,PoW,26205539.0,26205539.0,-0.15482346606470565,-2.0255376622747145,0.2661662858138484,0,Elementrem
ZCL,Equihash,PoW,5613550.0,21000000.0,-0.1567852544839326,-2.0226461556447024,0.2334022931978506,0,ZClassic
ARK,DPoS,DPoS,108202084.0,125000000.0,3.6965976839373105,2.2369319186126546,0.3639294286441349,1,ARK
INSANE,X11,PoW/PoS,18342813.0,30000000.0,-0.40643358455087353,1.3314513954308174,-0.3476669240019531,1,InsaneCoin
KLC,Scrypt,PoW,196297971.0,10000000000.0,-0.09770589873314167,-1.1029373491152692,-0.017512203157915164,0,KiloCoin
ATX,X11,PoW,824000000.0,500000000.0,-0.22645480231618031,-0.898318988552174,0.012351219457039061,0,ArtexCoin
EMB,X13,PoW/PoS,92192822723.0,850000000.0,0.8528134041807258,1.977909294270516,-0.47765444832520093,1,EmberCoin
XEN,X11,PoW/PoS,3853326.77707314,3853326.77707314,-0.4067962627013296,1.3314616959594272,-0.34766104507908274,1,XenixCoin
FRE,PoS,PoS,50000000.0,50000000.0,-0.3244810449504035,1.3411881925440106,-0.020935802096869155,1,FreeCoin
PLNC,Scrypt,PoW/PoS,17089600.0,38540000.0,-0.33738980782815836,1.132341270001656,-0.376644893785066,1,PLNCoin
ARCO,Scrypt,PoW/PoS,2449577.41533168,42000000.0,-0.337544202577379,1.1323349307521706,-0.3766421594354783,1,AquariusCoin
KURT,X11,PoW,61364813.0,228000000.0,-0.23770723108513603,-0.8983957353701105,0.01254217945614404,0,Kurrent
XCRE,PoS,PoS,20000000.0,20000000.0,-0.32506066211012796,1.3411959913238,-0.020926219519539963,1,Creatio
ENT,X11,PoW/PoS,6069482.07721352,60000000.0,-0.40637069148650834,1.3314308918021291,-0.347667539178741,1,Eternity
EUC,SHA-256,PoW/PoS,12416554.0,20000000.0,-0.31584703851510254,0.9756624864471483,-0.24208569200513202,1,Eurocoin
BCF,Scrypt,PoW/PoS,20244023.640728,33000000.0,-0.3373905683251391,1.1323453232029346,-0.3766449685420765,1,BitcoinFast
XSN,X11,TPoS,75590369.0,76500000.0,-0.4052197304463817,0.5689982549228227,-0.14557121869869383,1,Stakenet
BCCOIN,Scrypt,PoW/PoS,11080722.3769581,28000000.0,-0.3375380609075796,1.1323453717588354,-0.3766424882888102,1,BitConnect Coin
MONEY,Scrypt,PoW/PoS,10914418.0,650659833.0,-0.33312097364837795,1.13199632103633,-0.37670925831984253,1,MoneyCoin
XNG,X11,PoW/PoS,814671.0,5000000.0,-0.4068252672952301,1.3314601400100716,-0.3476605235188102,1,Enigma
XCI,CryptoNight,PoW,978145.0,21000000.0,0.30134939201503674,-2.327645690691454,0.2436247931095127,0,Cannabis Industry Coin
RC,Scrypt,PoW/PoS,8377873.0,144000000.0,-0.3367478277018539,1.1322795414607916,-0.3766543606012528,1,Russiacoin
PND,Scrypt,PoS,33813143821.8337,32514916898.0,0.366105753210724,0.7765665337105541,-0.1662609878291824,1,PandaCoin
UNITS,Scrypt,PoW/PoS,3472983.0,13000000.0,-0.33773751088309906,1.1323514928225888,-0.3766392651131964,1,GameUnits
GAKH,Scrypt,PoW/PoS,3315789.0,3315789.0,-0.33780816278021936,1.132356873578209,-0.3766381927466799,1,GAKHcoin
ASAFE2,Quark,PoS,10517772.7391666,15000000.0,-0.33837991039932847,1.4435202960441305,-0.10974290524943225,1,Allsafe
LTCR,QuBit,PoW/PoS,30227750.0,78835200.0,-0.36296276833582436,0.6625324716001156,-0.21327171381311563,1,LiteCreed
OS76,Scrypt,PoW,894026.0,2714286.0,-0.17104679468175576,-1.0973925988028246,-0.01639814134888412,0,OsmiumCoin
BIC,CryptoNight,PoW,9357088.0,25000000.0,0.30148019990202235,-2.32764541447895,0.2436225865316192,0,Bikercoins
HXX,Lyra2RE,PoW,1876146.443596,9999999.0,-0.1521813849197416,-2.184357852878965,0.22052906594439758,0,HexxCoin
KED,Scrypt,PoW/PoS,23965372.0,500000000.0,-0.33403070434891186,1.1320846881902311,-0.3766958624797343,1,Klingon Empire Darsek
IOP,SHA-256,PoW/PoS,2526078.47525448,21000000.0,-0.31596083664917846,0.9756589534586345,-0.24208370123840375,1,Internet of People
KUSH,X11,PoW/PoS,5659096.95728771,9354000.0,-0.40673515084909423,1.331459155540037,-0.3476620183037808,1,KushCoin
PRX,Scrypt,PoW/PoS,11821728.0,20000000.0,-0.3375857806211661,1.132350078459829,-0.3766417871558706,1,Printerium
PAC,X11,PoW,536982074.0,100000000000.0,0.47620485702499377,-0.9541749838731292,0.0017367276320175056,0,PacCoin
IMPCH,Scrypt,PoW/PoS,308179.0,21933333.0,-0.3377127942225869,1.1323455345389637,-0.3766395522256464,1,Impeach
CTL,CryptoNight-V7,PoW,10969318.522954,185000000.0,-0.152235517526833,-2.2319255320281024,0.20032656755642406,0,Citadel
ZBC,Scrypt,PoS,2922613.96424908,55000000.0,-0.2775437261085057,0.7845989706792482,-0.15560622696435772,1,Zilbercoin
FRST,Scrypt,PoW/PoS ,110000000.0,110000000.0,-0.28029579953373923,0.3340749834523575,-0.18515530324712612,1,FirstCoin
BVC,Scrypt,PoW,3115258.0,3360000.0,-0.17101506092144153,-1.0973922931552005,-0.01639868181546179,0,BeaverCoin
FIND,X13,PoS,14524851.4827,14524851.4827,-0.21994644811204783,1.6029454485595795,-0.23697368982127606,1,FindCoin
VLTC,X11,PoW,30385540.0,1000000000.0,-0.2326068913334838,-0.8988377517790535,0.012465923011129308,0,VaultCoin
ZER,Equihash,PoW,6921653.89980891,17000000.0,-0.1567976536617688,-2.0226435205070863,0.23340244487191422,0,Zero
CHAT,Scrypt,PoW/PoS,1000000000.0,1000000000.0,-0.3185516537294737,1.132097776222157,-0.37695655286417273,1,OpenChat
CDN,Scrypt,PoW,99843408.3158479,100000000.0,-0.1691468433471306,-1.0974173891317547,-0.016429569190472542,0,Canada eCoin
ZOI,Lyra2RE,PoW,18545757.5,21000000.0,-0.15189955666179833,-2.1843590084842543,0.22052434964352816,0,Zoin
RNS,Scrypt,PoS,36050365.0,34426423.0,-0.2772848062379019,0.7846204583975686,-0.15561104697838504,1,RenosCoin
DBIX,Dagger-Hashimoto,PoW,2232901.0,2232901.0,-0.15661866819629242,-2.1679225788098035,0.2780199789475209,0,DubaiCoin
XVP,X11,PoW/PoS,13162749.0858027,100000000.0,-0.40600010097099365,1.3314106036224,-0.34767333547527424,1,VirtacoinPlus
TAJ,Blake2S,PoW/PoS,12184195.9258495,36900000.0,-0.4154358803982547,1.9601732684717694,-0.5388837434631796,1,TajCoin
IMX,X11,PoW/PoS,110630387.850471,110000000.0,-0.4047377427729784,1.3314342915988577,-0.3476950840927907,1,Impact
EB3,Scrypt,PoW,64096052.0,4000000000.0,-0.14190485122564356,-1.0996140820652207,-0.016840417987490322,0,EB3coin
ATMOS,PoS,PoS,111135836.889,110290030.0,-0.32330586844428677,1.3411727737876709,-0.020955239312883255,1,Atmos
HPC,X11,PoW/PoS,21521322.0099142,100000000.0,-0.40589793073887726,1.3314131157122613,-0.34767510857121253,1,HappyCoin
CXT,NIST5,PoW,10123200.0,48252000.0,-0.19600403578011985,-0.5709059192413283,-0.04028170439957182,0,Coinonat
MCRN,PoS,PoS,401421401.0,400000000.0,-0.31770147039181595,1.3410976339683938,-0.02104790035278808,1,MacronCoin
RAIN,X11,PoW/PoS,121665451.643876,500000000.0,-0.40183496204793573,1.3312190131422412,-0.34773926813502387,1,Condensate
IMS,Scrypt,PoW/PoS,5368934.0,21212121.0,-0.337656053119669,1.132347459740124,-0.37664054837968625,1,Independent Money System
ARGUS,Scrypt,PoW/PoS,1148324.0,28600000.0,-0.33765521034802254,1.1323420503707446,-0.37664044571294103,1,ArgusCoin
LMC,Scrypt,PoW/PoS,500000.0,1000000000.0,-0.33076894822787484,1.1317973859714683,-0.37674452990204804,1,LomoCoin
PROC,SHA-256,PoS,100545745.0,75000000000.0,0.2772781224639754,0.5859338785498155,-0.029111579696896518,1,ProCurrency
XGR,X11,PoW/PoS,17171382.0,40000000.0,-0.4063769317699301,1.3314454383698608,-0.3476677484096121,1,GoldReserve
BENJI,Scrypt,PoW,20276099.146524,35520400.0,-0.17057704929869713,-1.097405161526351,-0.0164057726243069,0,BenjiRolls
GRW,Scrypt,PoS,295135466.361878,2000000000.0,-0.2601679022561138,0.783596620279184,-0.1558768932656787,1,GrowthCoin
ILC,SHA-256,PoW,1317747500.0,2500000000.0,-0.11549523771937892,-1.2550843300170336,0.11761080280820763,0,ILCoin
PHR,PoS,PoS,11390225.9742772,30000000.0,-0.3250949312174544,1.341187798739357,-0.02092546603873291,1,Phreak
DEA,Scrypt,PoW/PoS,21358764.0,105000000.0,-0.336865946464087,1.132305302238579,-0.3766529299065362,1,Degas Coin
HTML5,X15,PoW/PoS,40659020000.0,90000000000.0,0.8895105866318711,1.9902263402771347,-0.4606762280398299,1,HTML5 Coin
USC,SHA-256,PoS,10343113.0,200084200.0,-0.25469186440751596,0.6278321103859544,-0.021067145852395174,1,Ultimate Secure Cash
EQT,Scrypt,PoW,13673406.4325268,72000000.0,-0.1703988549246357,-1.0974275927132875,-0.016408285905752888,0,EquiTrader
QTUM,POS 3.0,PoS,100000000.0,100000000.0,-0.32144263523991207,1.3995331394916364,-0.07597328591208595,1,QTUM
QRL,CryptoNight-V7,PoW,69036016.8340164,105000000.0,-0.1520935179497428,-2.2318632406445613,0.20032283314164487,0,Quantum Resistant Ledger
ESP,536,PoW/PoS,22801882871.0,50000000000.0,0.5759874573784243,1.9994817412125265,-0.474213468570903,1,Espers
DYN,Argon2d,PoW,19784224.6512734,0.0,-0.1584961192736234,-2.2394639747504574,0.2557345390313158,0,Dynamic
NANO,Blake2b,PoW,133248297.0,340282367.0,-0.05304573411147886,-2.2874720318469457,0.21265834397580627,0,Nano
CHAN,Cloverhash,PoW,18407259.0885883,30000000.0,-0.17013816362389172,-2.1930816284982715,0.3262823676836328,0,ChanCoin
DCY,CryptoNight,PoW,1809467143.0,2000000000.0,0.3375005787456114,-2.328211395663623,0.24302883275791,0,Dinastycoin
DNR,NIST5,PoW/PoS,4171382.0,10000000.0,-0.36314350731279427,1.6588628139218067,-0.4005158109169866,1,Denarius
DP,X11,PoW,35138975.0,100000000.0,-0.23893623737701838,-0.8983318733166743,0.012561475865493698,0,DigitalPrice
VUC,NIST5,PoW/PoS,62942075.0,120000000.0,-0.36164444102268584,1.6588188219132964,-0.4005400798108314,1,Virta Unique Coin
BTPL,Skein,PoW/PoS,6804362.0,100000000.0,-0.4238839586314289,1.977055335884058,-0.500733032933716,1,Bitcoin Planet
UNIFY,Scrypt,PoW,18133195.0,19276800.0,-0.17071852640874643,-1.0973967010205603,-0.01640357527275633,0,Unify
BRIT,X13,PoW/PoS,21268092.0,30000000.0,-0.2796566242451754,1.9506676170997757,-0.45801420817910904,1,BritCoin
SOCC,Scrypt,PoW,5167775.0,75000000.0,-0.17048153121526782,-1.0974318304997306,-0.016406803485089175,0,SocialCoin
ARC,X11,PoW,26042364.3735553,60000000.0,-0.23933131557533535,-0.8983121872228795,0.012567697129358416,0,ArcticCoin
DAS,X11,PoW,2622886.0,18900000.0,-0.23990927488646382,-0.8982961891813873,0.012577074708456504,0,DAS
LINDA,Scrypt,PoW/PoS,9044930943.24243,50000000000.0,0.12754592872971096,1.10705111144232,-0.3839203369004264,1,Linda
XLC,CryptoNight,PoW,14161803.0,54000000.0,0.30174474769304005,-2.3276602249629716,0.24361845589579065,0,LeviarCoin
ONION,X13,PoW/PoS,21917018.0492836,18898187.6216583,-0.2797274835614914,1.9506740346924916,-0.4580131547192934,1,DeepOnion
BTX,Time Travel,PoW,17801865.1605478,21000000.0,-0.17395463995141944,-2.319787260632564,0.20743348030969108,0,Bitcore
GCN,Scrypt,PoW,163055097500.0,200000000000.0,3.2414448613704683,-1.1604866516460721,-0.07244442313900595,0,gCn Coin
SMART,Keccak,PoW,2241009149.22257,5000000000.0,-0.13655168449258212,-1.217600109430223,0.061745664128755325,0,SmartCash
SIGT,SkunkHash v2 Raptor,PoS,107972766.0,137500000.0,-0.2891705496220321,1.475879641321977,-0.026480421743949416,1,Signatum
ONX,X11,PoW,122475638.389743,1100000000.0,-0.23077152007479715,-0.8988661249576367,0.012435659006427706,0,Onix
CRM,Skein,PoW/PoS,47331802.4774238,100000000.0,-0.42338857526416623,1.9770675160221314,-0.5007416299802167,1,Cream
BCH,SHA-256,PoW,17995589.6469082,21000000.0,-0.14897650727253847,-1.2540854790118785,0.1181524903654291,0,Bitcoin Cash
XMCC,X11,PoW/PoS,12569262.5359307,9507271.0,-0.4066495972986092,1.3314611464164274,-0.347663500594958,1,Monoeci
DFT,Scrypt,PoS,18663297.3489799,17405891.19707116,-0.27761813296448123,0.7846247728846752,-0.15560553254008624,1,Draftcoin
VET,VeChainThor Authority,Proof of Authority,55454734800.0,86712634466.0,4.516482384975378,-0.12133697893967042,-0.9393468030293931,0,Vechain
SOJ,Scrypt,PoW,485214.0,10500000000.0,-0.0965508147067265,-1.1032764487069049,-0.01752431069720491,0,Sojourn Coin
STCN,PoS,PoS,4000000.0,61599965.0,-0.3249609947609171,1.3411678659014359,-0.020927288724413625,1,Stakecoin
NYC,Scrypt,PoW,143006669741.687,0.0,1.576951627314249,-1.0544120471135865,-0.04673352613875414,0,NewYorkCoin
FRAZ,Scrypt,PoW,9704042.0,20000000.0,-0.17081642669950117,-1.0973996396760837,-0.0164018647970205,0,FrazCoin
KRONE,Scrypt,PoW,17453749.4042601,84000000.0,-0.17026748026743935,-1.0974331825652086,-0.016410375308839795,0,Kronecoin
ACC,Scrypt,PoW,32646731.063036,100000000.0,-0.16996821562858302,-1.0974375844561421,-0.01641531482473357,0,AdCoin
LINX,Scrypt,PoW,33716526.0,100000000.0,-0.16995513909051613,-1.097437262939415,-0.016415541759292288,0,Linx
XCXT,Scrypt,PoW/PoS,19539588.0,48252000.0,-0.3372909329554997,1.1323365627478095,-0.37664645550122977,1,CoinonatX
ETHD,Scrypt,PoW/PoS,4200000.0,4200000.0,-0.3377910793179386,1.1323566437193129,-0.37663847518068944,1,Ethereum Dark
SUMO,CryptoNight,PoW,8946653.0,88888888.0,0.3019286130185295,-2.3276813475432654,0.24361581894409604,0,Sumokoin
ODN,SHA-512,PoS,25000000.0,91388946.0,-0.32731494117566307,1.4381558910046426,0.004110616377541849,1,Obsidian
ADA,Ouroboros,PoS,25927070538.0,45000000000.0,0.6792381482588578,1.3162461104706968,0.08989242231658506,1,Cardano
REC,X11,PoW/PoS,7262402.04264803,27000000.0,-0.40659031641225263,1.3314497468178774,-0.347664251654509,1,Regalcoin
BTCZ,Equihash,PoW,5211553258.01514,21000000000.0,0.05574050232190393,-2.032840286108826,0.23004712079832668,0,BitcoinZ
TZC,NeoScrypt,PoW/PoS,182638400.0,400000000.0,-0.3494975271861501,0.6007972245193113,-0.24752606848643882,1,TrezarCoin
ELM,X11,PoW,2702855668.85288,1800000000.0,-0.19426247075567474,-0.8984829660921271,0.01181318234983911,0,Elements
TER,Scrypt,PoW/PoS,1140734.91680375,15733333.0,-0.33774661998132427,1.1323492598548057,-0.37663906363557303,1,TerraNovaCoin
VIVO,NeoScrypt,PoW,4165967.57499639,27000000.0,-0.18753107180501924,-1.628796428920931,0.11279128308430472,0,VIVO Coin
RUP,Lyra2REv2,PoS,24000000.0,24000000.0,-0.31073454474800905,0.6704784466754417,0.076083669240318,1,Rupee
BTG,Equihash,PoW,17202361.088994,21000000.0,-0.1566435997385994,-2.0226426727373803,0.23339983487463442,0,Bitcoin Gold
WOMEN,Scrypt,PoW/PoS,48459472454.0,25000000000.0,0.43189673512855514,1.1329092744628386,-0.38959904978471166,1,WomenCoin
MAY,SHA-256,PoW/PoS,92050800.0,100000000.0,-0.3143058635155483,0.9756415797771446,-0.24211116795763682,1,Theresa May Coin
NAMO,NIST5,PoW/PoS,560563220.0,1200000000.0,-0.3478968765804238,1.6583630373963925,-0.40076151313503977,1,NamoCoin
LUX,PHI1612,PoW/PoS,8305775.31777569,60000000.0,-0.3871935434092134,1.9821321768989137,-0.3104648597297573,1,LUXCoin
PIRL,Dagger,PoW,33986980.0,156306732.71,-0.16325774915870228,-2.1564438996367237,0.29735635857788134,0,Pirl
XIOS,Scrypt,PoW/PoS,2149688.0,21000000.0,-0.3376969087290938,1.132346611120042,-0.37663984272565737,1,Xios
BTDX,Quark,PoW/PoS,30711550.5294042,200000000.0,-0.3967225291753576,1.7911514883624406,-0.3308044652148607,1,Bitcloud 2.0
EBST,Scrypt,PoW,99990001.493466,100000000.0,-0.1691450514791742,-1.0974173450745648,-0.016429600287140692,0,eBoost
KEK,POS 2.0,PoS,12330806.30517,21000000.0,-0.29872142306472504,1.3798628060470133,-0.043207707652592915,1,KekCoin
BLHC,Scrypt,PoW/PoS,16362544.992,14788275.991,-0.33756726483992616,1.1323543643298448,-0.3766421912279558,1,BlackholeCoin
XIN,SHA-256,PoS,8999999990.0,9000000000.0,-0.08235317542312239,0.6256015150849825,-0.023918257897195195,1,Infinity Economics
PURA,X11,PoW,175215859.0,350000000.0,-0.2354497292771146,-0.8984298994988025,0.012504938938018484,0,Pura
INN,NeoScrypt,PoW,6375259.04,45000000.0,-0.18737631775381713,-1.6288058539365742,0.11278888320553868,0,Innova
ELLA,Ethash,PoW,12756367.0,280000000.0,-0.15318663939100632,-2.0256839560525037,0.2661419091106492,0,Ellaism
GBX,NeoScrypt,PoW,5832306.875,31800000.0,-0.1874766370670969,-1.6287986185177161,0.11279041461232625,0,GoByte
MAG,X11,PoW/PoS,38198594.8342105,144000000.0,-0.40538180236408233,1.3313934659152433,-0.3476833670744413,1,Magnet
TAU,DPoS,DPoS,288090567.493887,500000000.0,3.701457971113024,2.2367757949484695,0.3638510352436014,1,Lamden Tau
ECA,NIST5,PoW/PoS,28399150208.0,30000000000.0,0.1967838549822954,1.650587265230712,-0.40975684376471916,1,Electra
BCD,X13,PoW/PoS,183534024.889807,210000000.0,-0.2763956919927193,1.9506154946152698,-0.45806794173269016,1,Bitcoin Diamond
XSH,Multiple,PoW,481730566.566176,660000000.0,-0.11748947138762435,-1.9161497643772074,0.15068920387291546,0,SHIELD
CNBC,Scrypt,PoW/PoS,110976977.29338,210000000.0,-0.33502530423207005,1.1322733836591248,-0.3766832060037469,1,Cash & Back Coin
XUN,CryptoNight,PoW,19281821413.4924,85000000000.0,1.140137022804321,-2.369481732532862,0.23041735118671697,0,UltraNote
COAL,CryptoNight,PoW,4500000.0,12500000.0,0.3013321151700752,-2.3276398679826165,0.24362495798869002,0,BitCoal
DAXX,Ethash,PoW,520891780.0,10000000000.0,-0.07799104236030541,-2.0309792992862894,0.2649912579243246,0,DaxxCoin
BWK,NIST5,PoS,13247178.8807286,27716121.0,-0.3030044047173118,1.311126795941856,-0.17948220933469025,1,Bulwark
KLKS,Quark,PoS,16955764.902064,20000000.0,-0.33826573037705265,1.4435194284224129,-0.1097448073855316,1,Kalkulus
AC3,X11,PoW,80316207.0,550000000.0,-0.23519029311402684,-0.8985705206591078,0.012503611865291298,0,AC3
LTHN,CryptoNight-V7,PoW,441250233.377,999481516.0,-0.14119550877242576,-2.2322527319431256,0.20014790658563422,0,Lethean
GER,Scrypt,PoW/PoS,4911500269.41,50000000000.0,0.07702132659770868,1.1058088480342987,-0.38304351627491007,1,GermanCoin
LTCU,Scrypt,PoW/PoS,8419402.321,150000000.0,-0.33670473707735804,1.132276190942952,-0.3766550131521332,1,LiteCoin Ultra
POP,Scrypt,PoW,3964201248.87125,4999999999.0,-0.0871351153934698,-1.099002442264311,-0.017775033724253098,0,PopularCoin
PNX,X11,PoW/PoS,45174214.1078625,50000000.0,-0.40596367012039,1.3314482493571387,-0.34767476152530696,1,PhantomX
PHO,BLAKE256,PoW,30089671530.5228,90000000000.0,1.074080246439957,-1.1637962078997852,0.041648258492235864,0,Photon
