Unnamed: 0,Algorithm,ProofType,TotalCoinsMined,TotalCoinSupply,PC 1,PC 2,PC 3,class,CoinName
TIT,PHI1612,PoS,1622326490.46336,2300000000.0,-0.2916646300265363,1.63363292012601,-0.09001014287188595,1,TittieCoin
TOR,X11,PoW/PoS,1431851.00002479,10000000.0,-0.4067822374244437,1.3314575229984333,-0.3476611908916912,1,TorCoin
TRC,SHA-256,PoW,22935396.0,42000000.0,-0.14876708553135207,-1.2540957648966966,0.11814918939454455,0,TerraCoin
UNB,SHA-256,PoW,2278150.0,80000000.0,-0.1487498951402201,-1.254123272230367,0.11814949436776012,0,UnbreakableCoin
UNO,SHA-256,PoW,200911.79151896,250000.0,-0.14934128503831826,-1.2540791966618008,0.1181584914051384,0,Unobtanium
URO,X11,PoW,1207310.0,0.0,-0.24006071448033917,-0.8982860211722221,0.012579402778329496,0,UroCoin
USDE,Scrypt,PoW/PoS,1098952592.6,1600000000.0,-0.3130838165218373,1.1317912155775203,-0.3770419177119271,1,UnitaryStatus Dollar
UTC,Scrypt,PoW/PoS,50235211.141939,100000000.0,-0.3365484637499617,1.1323167832802825,-0.3766585189880729,1,UltraCoin
VIA,Scrypt,PoW,23150892.1679687,23000000.0,-0.17063076889039944,-1.0973972798522706,-0.016405039134910898,0,ViaCoin
VRC,Scrypt,PoST,32021108.4136696,0.0,-0.25383857990533903,0.3981804866054337,-0.18009999497948462,1,VeriCoin
VTC,Lyra2REv2,PoW,51173723.8166347,84000000.0,-0.2030837512743077,-1.2115672824541837,0.21527351303912154,0,Vertcoin
WDC,Scrypt,PoW,119606941.0,265420800.0,-0.16773124681655285,-1.0975041677224826,-0.016451509643062984,0,WorldCoin
XC,X11,PoW/PoS,6950831.0970606,5500000.0,-0.40674671393495143,1.3314617039248993,-0.34766187882158767,1,X11 Coin
XCR,Multiple,PoS,100000000.0,0.0,-0.23373245664536998,-0.03387429403744186,0.011638946002655123,1,Crypti
XJO,SHA-256,PoW,39195739.362088,45000000.0,-0.1485470372520934,-1.2540925595041736,0.11814541823308128,0,JouleCoin
XST,X13,PoW/PoS,33093725.4123502,0.0,-0.27972498969806586,1.950687986177221,-0.458013498032684,1,StealthCoin
ZCC,Scrypt,PoW/PoS,147990237.978331,1000000000.0,-0.3289661151383096,1.131841712764425,-0.3767758168626688,1,ZCC Coin
BCN,CryptoNight,PoW,184066828814.0,184467440735.0,3.8603080217143515,-2.3757086459049734,0.1847897845946199,0,ByteCoin
XDN,CryptoNight,PoW,6906587610.38292,10000000000.0,0.4565820789910187,-2.3311635032012226,0.24108926381313608,0,DigitalNote 
BURST,Shabal256,PoC,1813033920.0,2158812800.0,-0.05252605515429339,0.910787106954617,-0.23413743632437403,1,BurstCoin
SJCX,Counterparty,PoS,51173144.0,500000000.0,-0.29684601493605683,1.3718790943247101,-0.19416364161043348,1,StorjCoin
MONA,Scrypt,PoW,68194674.8711679,105120000.0,-0.16949736118294662,-1.0974297706178096,-0.016423404901367084,0,MonaCoin
NTRN,SHA-256,PoW/PoS,39121694.0,68000000.0,-0.3151799467833271,0.9756436084311666,-0.24209650687093476,1,Neutron
FAIR,Groestl,PoW/PoS,53193831.0,0.0,-0.3840836725526366,1.0833633233223774,-0.278239262382101,1,FairCoin
NLG,Scrypt,PoW,415032420.0,1680000000.0,-0.1540806380799325,-1.0982082518206817,-0.01666594847264878,0,Gulden
RBY,Scrypt,PoS,27184490.3918338,0.0,-0.2776375074561336,0.7846370898478292,-0.15560547265061686,1,RubyCoin
PTC,Scrypt,PoW,137517654.41397,166386000.0,-0.16821518328564777,-1.0974432758370676,-0.01644468356001696,0,PesetaCoin
KORE,X13,PoW/PoS,2022464.886973,12000000.0,-0.28001962034718847,1.950671922006228,-0.45800819439904433,1,Kore
WBB,Scrypt,PoW,181919.2435974,2628000.0,-0.17105611143794547,-1.0973927644564707,-0.01639798103272721,0,Wild Beast Coin
NOTE,Scrypt,PoS,174646113.934655,500000000.0,-0.2722864412377744,0.7844011581173506,-0.15569039865012121,1,Dnotes
FLO,Scrypt,PoW,152270664.860648,160000000.0,-0.16808017374699363,-1.0974352626075972,-0.01644712794643302,0,Flo
8BIT,Scrypt,PoW/PoS,1467841.0,0.0,-0.3378542837035179,1.1323581766941822,-0.376637444991546,1,8BIT Coin
STV,X13,PoW/PoS,7096834.0,10000000.0,-0.2799717886038822,1.9506745680594602,-0.4580090562395895,1,Sativa Coin
ABY,Scrypt,PoW,792537250.0,1000000000.0,-0.1542923159365542,-1.097713656426265,-0.016673070856771364,0,ArtByte
FLDC,Stanford Folding,PoW,719416990.0,1000000000.0,-0.11787013361224538,-2.2754789897717056,0.17996956802946695,0,Folding Coin
U,X11,PoS,2689812.0,20000000.0,-0.3467934580025355,0.9837234803266562,-0.12662510305517746,1,Ucoin
UIS,Multiple,PoW,65113302.0,0.0,-0.12726608286392957,-1.915905044847734,0.15084839203139155,0,Unitus
CYP,QuBit,PoW,6365285.0,0.0,-0.19701871616507302,-1.567179594605446,0.14698127949030637,0,CypherPunkCoin
OMC,Scrypt,PoW,10140044.4430293,3371337.0,-0.17092911364270102,-1.09739018827661,-0.01640017319292138,0,OmniCron
VTR,Scrypt,PoW/PoS,11604722.0,20000000.0,-0.3375884331736521,1.1323500132407334,-0.37664174112259896,1,Vtorrent
GRE,Scrypt,PoW,4610340640.89,10000000000.0,-0.043751262188313406,-1.1016107504317683,-0.018448549733018297,0,GreenCoin
XCN,M7 POW,PoW,708506520.0,1840000000.0,-0.12767197292468013,-2.273267800730745,0.31596193780350335,0,Cryptonite
MSC,Scrypt,PoW,619478.0,619478.0,-0.17106501779315436,-1.0973915071760594,-0.016397858356877824,0,MasterCoin
SOON,SHA-256,PoW,12462620.0,21000000.0,-0.14904413900803318,-1.254087141893459,0.11815366406889469,0,SoonCoin
1CR,Scrypt,PoW,88213.0,92000000000.0,0.48186334441873196,-1.1489573055747797,-0.02626837922197831,0,1Credit
ISL,X11,PoW/PoS,1513704.0,0.0,-0.4068522085598693,1.3314631525970493,-0.3476601353529117,1,IslaCoin
NXS,SHA3,PoW/nPoS,63657220.0,78000000.0,0.029438438425047796,-1.608721581636527,-1.1992242457146507,0,Nexus
MARS,X11,PoW,32221574.820996,33000000.0,-0.23944740805234344,-0.898295196623876,0.012569283175337995,0,MarsCoin 
CTO,Lyra2RE,PoW,13742738.0,65789100.0,-0.15164039025188597,-2.1843855562699472,0.22052056307109108,0,Crypto
ACP,SHA-256,PoW,14747200.0002,53760000.0,-0.1487837105074326,-1.254104817259592,0.11814966461563216,0,Anarchists Prime
DRZ,QUAIT,PoW/PoS,8568038.35935056,5060000.0,-0.41040620709868253,1.9405583326658684,-0.5541938033660926,1,Droidz
BSC,X11,PoW,15863837.5,21000000.0,-0.23973252130962738,-0.8982933867886048,0.012574040608845918,0,BowsCoin
SQL,X11,PoS/PoW,329200.01639,0.0,-0.36368438883057397,0.8384803322724631,-0.18228170553935613,1,Squall Coin
SONG,Scrypt,PoW,32565300.0,210240000.0,-0.16918681943692876,-1.0974993984326402,-0.01642712522443753,0,Song Coin
ZNY,Scrypt,PoW,75614500.0,250000000.0,-0.16837842826689547,-1.097508745877573,-0.016440523068385646,0,BitZeny
DIGS,Scrypt,PoS,100000000.0,100000000.0,-0.27603773732549103,0.7846029238742924,-0.1556316479555614,1,Diggits
EXP,Ethash,PoW,10495278.0,16906397.0,-0.15508149651891273,-2.0255371716770694,0.26617061612319176,0,Expanse
CON,X13,PoW/PoS,23042604.0,50000000.0,-0.2794929903484034,1.9506569404155918,-0.4580167304089658,1,Paycon
SC,Blake2b,PoW,33098296530.0,0.0,0.3474844005188057,-2.2773739708631484,0.20570200935028457,0,Siacoin
EMC,SHA-256,PoW/PoS,43059794.804778,1000000000.0,-0.3085172512618774,0.9751224061323727,-0.2421973367392949,1,Emercoin
EGC,X15,PoW/PoS,13530556.4180753,26298000.0,-0.24587402086917087,2.02844096993537,-0.44240084185466055,1,EverGreenCoin
MND,X11,PoW,15867695.0,16000000.0,-0.23976795998678452,-0.8982905831300332,0.012574576241646585,0,MindCoin
I0C,SHA-256,PoW,20997476.8650231,21000000.0,-0.1489398139857003,-1.2540845768231303,0.11815185357801543,0,I0coin
DCR,BLAKE256,PoW/PoS,10365046.9281661,21000000.0,-0.09898245478397302,1.1073460391033407,-0.3025566541417845,1,Decred
RVR,Scrypt,PoW,210000000.0,210000000.0,-0.16701966634437648,-1.097445937595504,-0.01646473852498821,0,Revolution VR
HODL,1GB AES Pattern Search,PoW,11448949.0,81962100.0,-0.19905138872187175,-2.336556693452621,0.2814733433144417,0,HOdlcoin
EDRC,SHA-256,PoW/PoS,3669691.84494672,22000000.0,-0.31593976063263385,0.975658736660945,-0.24208405112221232,1,EDRCoin
HTC,X11,PoW/PoS,10996318099.0,26550000000.0,-0.08402849662715924,1.319886265892483,-0.3528410077864726,1,Hitcoin
GAME,Scrypt,PoW,69836100.0,84000000.0,-0.16962718951831815,-1.097417439546272,-0.016421487125884784,0,Gamecredits
DBIC,SHA-256,PoW/PoS,5129014.0,10500000.0,-0.31600354015173093,0.9756656209946292,-0.24208312684929745,1,DubaiCoin
DIEM,SHA-256,PoW,21739971929.0,21626280000.0,0.269876287107568,-1.2596669010671548,0.11122659347385579,0,CarpeDiemCoin
PWR,NIST5,PoW/PoS,10069449031.9252,0.0,-0.24018250172475158,1.6618934427086862,-0.40264987556553156,1,PWR Coin
BLRY,Scrypt,PoW/PoS,8998743.2411911,42000000.0,-0.3374641494632085,1.1323368990418794,-0.3766435487036503,1,BillaryCoin
GPU,Scrypt,PoS,40477042.0,221052632.0,-0.27590618002090195,0.7845171848317383,-0.1556320091716551,1,GPU Coin
ADZ,X11,PoW,45110324.0,84000000.0,-0.23892790818044363,-0.8983199085246946,0.012561077296418774,0,Adzcoin
SOIL,Dagger,PoW,5702048.0,30000000.0,-0.1644999071942709,-2.156381605500528,0.29737591010982073,0,SoilCoin
YOC,Scrypt,PoW,636462.55983338,168351300.0,-0.16987438963510082,-1.0974855157321248,-0.016415857943488685,0,YoCoin
SIB,X11GOST,PoW,17263355.0,24000000.0,-0.13783615117464623,-2.27371076684051,0.226525032802973,0,SibCoin
ERC,X11,PoW/PoS,10407269.7881868,384000000.0,-0.40401818722956007,1.3312505935325905,-0.34770322137995147,1,EuropeCoin
ZEIT,Scrypt,PoS,36971236046.8073,99000000000.0,0.8765640545902916,0.7402507894682561,-0.17406410989680593,1,ZeitCoin
